city,userid,day,hour,tracks,artists,genres
shelbyville,66586C34,wednesday,13,1,1,1
shelbyville,666039D2,wednesday,9,1,1,1
shelbyville,66630E7C,friday,8,1,1,1
shelbyville,6665ED58,wednesday,9,1,1,1
shelbyville,666E4EAE,monday,10,1,1,1
shelbyville,666FA2B8,friday,20,1,1,1
shelbyville,666FA2B8,friday,21,1,1,1
shelbyville,666FA2B8,monday,20,1,1,1
shelbyville,666FA2B8,wednesday,20,2,2,1
shelbyville,666FA2B8,wednesday,21,1,1,1
shelbyville,6672272F,wednesday,9,1,1,1
shelbyville,667791D7,monday,8,1,1,1
shelbyville,6678B6C9,friday,13,1,1,1
shelbyville,66790D0D,monday,20,2,2,2
shelbyville,667A0656,wednesday,9,1,1,1
shelbyville,667B8586,monday,9,1,1,1
shelbyville,667C6C15,wednesday,21,1,1,1
shelbyville,6683DEB6,wednesday,14,1,1,1
shelbyville,668C0888,friday,9,1,1,1
shelbyville,66941857,monday,21,1,1,1
shelbyville,6697AA53,monday,20,1,1,1
shelbyville,66990D8,monday,9,1,1,1
shelbyville,669A8E1D,wednesday,8,1,1,1
shelbyville,669A8E1D,wednesday,9,3,3,3
shelbyville,669A8E1D,wednesday,13,1,1,1
shelbyville,669A8E1D,wednesday,14,1,1,1
shelbyville,669C56A,friday,13,1,1,1
shelbyville,669F0469,wednesday,14,1,1,1
shelbyville,669F8FAB,friday,13,1,1,1
shelbyville,66A1AEA5,wednesday,8,2,2,2
shelbyville,66A49F23,monday,13,1,1,1
shelbyville,66A7D3E7,friday,9,1,1,1
shelbyville,66A7D3E7,wednesday,21,1,1,1
shelbyville,66AEC5B8,friday,14,1,1,1
shelbyville,66B8530,monday,8,1,1,1
shelbyville,66B8530,wednesday,9,1,1,1
shelbyville,66B94886,wednesday,9,1,1,1
shelbyville,66BB9388,wednesday,20,1,1,1
shelbyville,66C0B403,friday,14,1,1,1
shelbyville,66C14F89,friday,20,1,1,1
shelbyville,66C14F89,wednesday,20,4,4,4
shelbyville,66C75CDE,monday,13,1,1,1
shelbyville,66C89B6C,wednesday,21,1,1,1
shelbyville,66CD16BB,monday,14,1,1,1
shelbyville,66CFD9EE,monday,14,1,1,1
shelbyville,66D4D414,monday,9,3,3,3
shelbyville,66D74EAE,monday,14,1,1,1
shelbyville,66DFDC0B,friday,21,1,1,1
shelbyville,66DFDC0B,monday,20,1,1,1
shelbyville,66E8246F,monday,13,1,1,1
shelbyville,66E9E354,wednesday,9,1,1,1
shelbyville,66ED2C4E,friday,14,1,1,1
shelbyville,66F23B3B,wednesday,9,1,1,1
shelbyville,66F524C6,monday,13,1,1,1
shelbyville,66F806CE,monday,8,1,1,1
shelbyville,6712E92,wednesday,20,1,1,1
shelbyville,6712E92,wednesday,21,2,2,2
shelbyville,67161895,monday,9,1,1,1
shelbyville,67161895,monday,21,1,1,1
shelbyville,671DCFAA,wednesday,14,1,1,1
shelbyville,6723467D,friday,8,1,1,1
shelbyville,672A0721,friday,21,1,1,1
shelbyville,672FED10,monday,9,1,1,1
shelbyville,67311B34,monday,20,1,1,1
shelbyville,6731E1B4,wednesday,20,1,1,1
shelbyville,6731F245,friday,21,1,1,1
shelbyville,67348590,friday,9,1,1,1
shelbyville,673F2106,monday,14,1,1,1
shelbyville,67421AC2,friday,9,1,1,1
shelbyville,6746DE2,wednesday,13,1,1,1
shelbyville,674BE34F,monday,8,1,1,1
shelbyville,674E2441,friday,13,1,1,1
shelbyville,675838DA,wednesday,20,1,1,1
shelbyville,675A6712,friday,22,1,1,1
shelbyville,675BD15A,friday,20,1,1,1
shelbyville,6763987F,monday,14,1,1,1
shelbyville,676436C8,monday,20,1,1,1
shelbyville,676436C8,monday,21,1,1,1
shelbyville,676725BB,monday,13,3,3,3
shelbyville,676C4ABE,monday,21,1,1,1
shelbyville,676E2955,monday,13,1,1,1
shelbyville,677F88C3,wednesday,21,1,1,1
shelbyville,67817FDA,wednesday,13,1,1,1
shelbyville,678399E,wednesday,13,1,1,1
shelbyville,67896BA,friday,14,1,1,1
shelbyville,678EF1E0,friday,9,1,1,1
shelbyville,6795885B,friday,20,1,1,1
shelbyville,6795885B,wednesday,9,1,1,1
shelbyville,67984757,friday,20,1,1,1
shelbyville,67AA36C0,wednesday,20,1,1,1
shelbyville,67AA9AD8,monday,14,1,1,1
shelbyville,67B17D45,wednesday,13,1,1,1
shelbyville,67B78607,friday,9,1,1,1
shelbyville,67B78607,friday,14,1,1,1
shelbyville,67B8796,friday,14,1,1,1
shelbyville,67BC9674,wednesday,20,1,1,1
shelbyville,67BC9674,wednesday,21,1,1,1
shelbyville,67C87CA5,wednesday,20,1,1,1
shelbyville,67CB3BDC,monday,20,1,1,1
shelbyville,67CCAD73,wednesday,13,1,1,1
shelbyville,67D0A59D,friday,20,1,1,1
shelbyville,67D45580,wednesday,14,1,1,1
shelbyville,67DAC002,friday,21,1,1,1
shelbyville,67DAC002,monday,9,1,1,1
shelbyville,67DAC002,wednesday,13,1,1,1
shelbyville,67DAC002,wednesday,20,1,1,1
shelbyville,67DAECDF,friday,13,1,1,1
shelbyville,67DB7AF1,monday,21,1,1,1
shelbyville,67DB7AF1,wednesday,21,1,1,1
shelbyville,67E2DA9,wednesday,13,1,1,1
shelbyville,67E6F9AB,friday,14,1,1,1
shelbyville,67E7F984,monday,8,1,1,1
shelbyville,67E8E40,monday,21,1,1,1
shelbyville,67EAA39F,monday,13,1,1,1
shelbyville,67EAF7F5,wednesday,21,1,1,1
shelbyville,67EC3137,friday,21,1,1,1
shelbyville,67F0AE37,monday,9,2,2,1
shelbyville,67F35E34,friday,14,1,1,1
shelbyville,67FAA5A0,friday,21,1,1,1
shelbyville,67FEAD9A,friday,13,1,1,1
shelbyville,680122B4,wednesday,9,1,1,1
shelbyville,6808403C,monday,14,1,1,1
shelbyville,680961D,wednesday,13,1,1,1
shelbyville,680AAEDB,friday,13,1,1,1
shelbyville,680AAEDB,wednesday,14,1,1,1
shelbyville,680F0AA4,friday,9,1,1,1
shelbyville,680F0AA4,wednesday,13,1,1,1
shelbyville,68108BBB,friday,20,1,1,1
shelbyville,68108BBB,wednesday,8,1,1,1
shelbyville,68109053,friday,21,1,1,1
shelbyville,6811E7D3,monday,8,1,1,1
shelbyville,681A5E9,monday,9,1,1,1
shelbyville,681CD6F3,friday,13,1,1,1
shelbyville,68217CD4,wednesday,14,1,1,1
shelbyville,6827A78B,wednesday,9,1,1,1
shelbyville,682BAF31,monday,13,1,1,1
shelbyville,682F74F0,friday,14,1,1,1
shelbyville,6833B498,monday,14,1,1,1
shelbyville,683583B,monday,21,1,1,1
shelbyville,6836A7E9,monday,9,1,1,1
shelbyville,683D2EFC,friday,8,1,1,1
shelbyville,683D2EFC,friday,13,2,2,2
shelbyville,683D2EFC,friday,14,1,1,1
shelbyville,683D2EFC,monday,20,1,1,1
shelbyville,684528B,wednesday,8,1,1,1
shelbyville,684A034A,wednesday,20,1,1,1
shelbyville,684D7D58,monday,20,4,4,1
shelbyville,684EF0FC,monday,9,1,1,1
shelbyville,684EF0FC,monday,13,1,1,1
shelbyville,684EF0FC,wednesday,13,1,1,1
shelbyville,6852232E,monday,14,1,1,1
shelbyville,6853168,friday,21,1,1,1
shelbyville,6856DD56,wednesday,20,1,1,1
shelbyville,68572053,wednesday,13,1,1,1
shelbyville,685CAD61,wednesday,14,1,1,1
shelbyville,6867484B,wednesday,13,1,1,1
shelbyville,686C2703,wednesday,21,2,2,2
shelbyville,686E00B7,friday,14,1,1,1
shelbyville,686E00B7,wednesday,13,2,2,1
shelbyville,686E00B7,wednesday,14,2,2,1
shelbyville,687260F0,monday,20,1,1,1
shelbyville,6878926B,friday,21,6,6,6
shelbyville,687B8D8E,monday,14,1,1,1
shelbyville,68822383,friday,14,1,1,1
shelbyville,68830936,friday,21,1,1,1
shelbyville,6891728B,monday,8,1,1,1
shelbyville,689A5253,monday,8,1,1,1
shelbyville,689AD412,monday,21,2,2,2
shelbyville,689FC552,wednesday,21,1,1,1
shelbyville,68A1C41,wednesday,8,1,1,1
shelbyville,68A2DE7F,monday,9,1,1,1
shelbyville,68A3D26F,monday,8,1,1,1
shelbyville,68AAA84B,monday,13,1,1,1
shelbyville,68ACE57F,friday,20,1,1,1
shelbyville,68AEF414,monday,21,1,1,1
shelbyville,68B0D75B,monday,20,1,1,1
shelbyville,68C3118B,friday,20,1,1,1
shelbyville,68C39F00,monday,14,1,1,1
shelbyville,68C3EE68,friday,21,1,1,1
shelbyville,68C45BBE,friday,21,1,1,1
shelbyville,68C4EDB3,monday,14,1,1,1
shelbyville,68C808A4,friday,21,1,1,1
shelbyville,68C92B40,friday,21,1,1,1
shelbyville,68CC25F6,monday,20,3,3,2
shelbyville,68CC25F6,monday,21,1,1,1
shelbyville,68CC25F6,wednesday,9,1,1,1
shelbyville,68CC38B5,monday,8,1,1,1
shelbyville,68CE6AA3,friday,20,1,1,1
shelbyville,68CEE95E,monday,20,1,1,1
shelbyville,68CEE95E,wednesday,21,1,1,1
shelbyville,68D089D9,wednesday,9,1,1,1
shelbyville,68DAA3A9,friday,14,1,1,1
shelbyville,68DFDF3A,friday,21,1,1,1
shelbyville,68E27506,monday,13,1,1,1
shelbyville,68E6586,monday,13,2,2,2
shelbyville,68E6586,monday,14,2,2,2
shelbyville,68E76A8E,friday,8,3,3,2
shelbyville,68E76A8E,wednesday,8,2,2,2
shelbyville,68ECC57B,wednesday,14,1,1,1
shelbyville,68EEAEA9,friday,13,1,1,1
shelbyville,68F3FF28,wednesday,20,1,1,1
shelbyville,68F70FDE,monday,20,1,1,1
shelbyville,68F986B7,friday,15,1,1,1
shelbyville,6902275A,monday,9,5,5,4
shelbyville,690462F8,monday,8,1,1,1
shelbyville,690462F8,wednesday,8,1,1,1
shelbyville,6904CDF7,friday,14,1,1,1
shelbyville,6909E9CE,wednesday,14,1,1,1
shelbyville,69130BF6,wednesday,14,1,1,1
shelbyville,6914BD4D,friday,9,1,1,1
shelbyville,691BA5DC,monday,20,2,2,2
shelbyville,691D1026,wednesday,21,1,1,1
shelbyville,69206D80,wednesday,13,1,1,1
shelbyville,6926E9B8,friday,14,1,1,1
shelbyville,6926E9B8,monday,14,1,1,1
shelbyville,692AEC35,monday,9,1,1,1
shelbyville,692AEC35,monday,20,1,1,1
shelbyville,692BF963,friday,13,1,1,1
shelbyville,692C08,monday,20,1,1,1
shelbyville,692D4A07,monday,20,4,4,3
shelbyville,6930DB5C,wednesday,20,1,1,1
shelbyville,69329757,monday,13,1,1,1
shelbyville,69340711,wednesday,21,1,1,1
shelbyville,693631CB,wednesday,8,1,1,1
shelbyville,69404EC6,monday,20,2,2,2
shelbyville,694D93E2,friday,14,1,1,1
shelbyville,694DF828,monday,20,2,2,2
shelbyville,694F5FC9,friday,13,1,1,1
shelbyville,69507FF2,friday,13,1,1,1
shelbyville,6951FD2F,wednesday,13,2,2,2
shelbyville,696854AF,friday,21,1,1,1
shelbyville,6968DFD1,monday,21,1,1,1
shelbyville,696AA6F2,monday,21,1,1,1
shelbyville,696FA8A1,wednesday,9,1,1,1
shelbyville,69752087,monday,20,1,1,1
shelbyville,6977BD1,monday,20,1,1,1
shelbyville,6979B48E,wednesday,21,1,1,1
shelbyville,69814A91,monday,9,1,1,1
shelbyville,698478A8,friday,13,1,1,1
shelbyville,69864E8,friday,20,1,1,1
shelbyville,6998A0DD,monday,20,2,2,2
shelbyville,699EA6DA,wednesday,14,1,1,1
shelbyville,69A464A7,monday,9,2,2,2
shelbyville,69ABA6C2,wednesday,21,1,1,1
shelbyville,69AFB503,wednesday,13,1,1,1
shelbyville,69B5BBCF,wednesday,13,1,1,1
shelbyville,69B6352A,wednesday,14,1,1,1
shelbyville,69BAFA70,wednesday,9,1,1,1
shelbyville,69C02BCA,monday,20,1,1,1
shelbyville,69C95912,monday,14,1,1,1
shelbyville,69CEB714,friday,21,1,1,1
shelbyville,69D5E35F,wednesday,21,1,1,1
shelbyville,69DD4029,wednesday,8,1,1,1
shelbyville,69E10DF0,monday,13,1,1,1
shelbyville,69E2AE96,wednesday,8,1,1,1
shelbyville,69EFA8C5,friday,8,1,1,1
shelbyville,69F6171E,friday,8,2,2,2
shelbyville,69F6171E,monday,8,1,1,1
shelbyville,6A09EF8C,friday,13,1,1,1
shelbyville,6A09EF8C,monday,9,1,1,1
shelbyville,6A0A5671,monday,20,1,1,1
shelbyville,6A0E0B2D,wednesday,21,1,1,1
shelbyville,6A101D2F,monday,8,1,1,1
shelbyville,6A15DCF6,wednesday,8,1,1,1
shelbyville,6A1BEF6E,friday,9,1,1,1
shelbyville,6A1EA745,wednesday,20,1,1,1
shelbyville,6A2A5888,friday,13,1,1,1
shelbyville,6A2D6A24,friday,8,1,1,1
shelbyville,6A2D6A24,friday,9,1,1,1
shelbyville,6A2D6A24,friday,14,1,1,1
shelbyville,6A2DFB3E,wednesday,14,1,1,1
shelbyville,6A2ECB08,wednesday,14,1,1,1
shelbyville,6A361C0F,wednesday,14,1,1,1
shelbyville,6A454A6B,friday,14,1,1,1
shelbyville,6A456BFC,monday,13,1,1,1
shelbyville,6A456BFC,monday,14,1,1,1
shelbyville,6A4758A9,friday,20,1,1,1
shelbyville,6A4C453E,wednesday,14,2,2,2
shelbyville,6A5078C5,wednesday,8,1,1,1
shelbyville,6A5078C5,wednesday,13,1,1,1
shelbyville,6A5078C5,wednesday,14,1,1,1
shelbyville,6A51BB5E,monday,13,1,1,1
shelbyville,6A523399,monday,13,2,2,2
shelbyville,6A5496B1,monday,20,1,1,1
shelbyville,6A566D46,friday,8,1,1,1
shelbyville,6A5CD733,wednesday,14,1,1,1
shelbyville,6A5EB103,friday,21,1,1,1
shelbyville,6A5F8D4A,wednesday,9,1,1,1
shelbyville,6A67928E,wednesday,20,4,4,3
shelbyville,6A6CF3E2,friday,8,1,1,1
shelbyville,6A6ECA29,monday,13,1,1,1
shelbyville,6A6ECA29,monday,20,1,1,1
shelbyville,6A75544C,friday,8,1,1,1
shelbyville,6A75544C,monday,21,1,1,1
shelbyville,6A75544C,wednesday,8,1,1,1
shelbyville,6A766496,wednesday,14,1,1,1
shelbyville,6A78B43B,friday,21,1,1,1
shelbyville,6A78B43B,wednesday,9,1,1,1
shelbyville,6A817F77,monday,13,1,1,1
shelbyville,6A8A9AC9,monday,13,2,2,2
shelbyville,6A987088,wednesday,20,1,1,1
shelbyville,6A99C501,wednesday,20,1,1,1
shelbyville,6AAF9648,friday,13,1,1,1
shelbyville,6AB1CEE3,wednesday,20,1,1,1
shelbyville,6AB3C67E,wednesday,9,1,1,1
shelbyville,6AB3C67E,wednesday,20,1,1,1
shelbyville,6AB94F76,wednesday,20,1,1,1
shelbyville,6ABAE451,wednesday,21,1,1,1
shelbyville,6AC28B14,wednesday,14,1,1,1
shelbyville,6AC3E356,monday,8,2,2,2
shelbyville,6AC3E356,wednesday,13,1,1,1
shelbyville,6AC70174,monday,8,1,1,1
shelbyville,6AC82E0A,wednesday,13,1,1,1
shelbyville,6ACAF41B,wednesday,14,1,1,1
shelbyville,6ACFF211,wednesday,9,1,1,1
shelbyville,6AD9DB50,monday,9,1,1,1
shelbyville,6AD9DB50,wednesday,8,1,1,1
shelbyville,6AD9DB50,wednesday,21,1,1,1
shelbyville,6ADB4E74,friday,8,1,1,1
shelbyville,6ADB4E74,wednesday,9,2,2,1
shelbyville,6ADB4E74,wednesday,14,1,1,1
shelbyville,6ADC9D2E,monday,20,1,1,1
shelbyville,6ADC9D2E,monday,21,1,1,1
shelbyville,6ADD9B66,monday,9,1,1,1
shelbyville,6AE52D0F,monday,20,1,1,1
shelbyville,6AE63426,wednesday,21,1,1,1
shelbyville,6AF47D5B,monday,8,1,1,1
shelbyville,6AF66EBE,friday,14,1,1,1
shelbyville,6AF66EBE,wednesday,8,1,1,1
shelbyville,6AF679FA,wednesday,20,1,1,1
shelbyville,6AF679FA,wednesday,21,1,1,1
shelbyville,6AFC5A7C,friday,21,1,1,1
shelbyville,6B073DDC,wednesday,20,1,1,1
shelbyville,6B07487A,friday,9,1,1,1
shelbyville,6B07487A,monday,13,1,1,1
shelbyville,6B08614C,wednesday,14,1,1,1
shelbyville,6B0D18D6,monday,21,1,1,1
shelbyville,6B16FF55,wednesday,13,1,1,1
shelbyville,6B1890C6,wednesday,14,2,2,2
shelbyville,6B1A2834,friday,20,2,2,1
shelbyville,6B264401,friday,13,1,1,1
shelbyville,6B2FACF9,friday,13,1,1,1
shelbyville,6B2FACF9,monday,21,1,1,1
shelbyville,6B333842,monday,20,1,1,1
shelbyville,6B3C62B9,friday,14,1,1,1
shelbyville,6B3FD19F,wednesday,8,1,1,1
shelbyville,6B444277,wednesday,14,1,1,1
shelbyville,6B4730BC,friday,8,1,1,1
shelbyville,6B552E2A,wednesday,20,1,1,1
shelbyville,6B5B675B,friday,13,1,1,1
shelbyville,6B5E0EA1,monday,13,1,1,1
shelbyville,6B61EBDF,wednesday,8,1,1,1
shelbyville,6B62E9CE,monday,8,1,1,1
shelbyville,6B731A62,friday,13,1,1,1
shelbyville,6B77B339,monday,13,1,1,1
shelbyville,6B83D844,wednesday,13,1,1,1
shelbyville,6B841680,wednesday,14,1,1,1
shelbyville,6B874AB6,friday,13,1,1,1
shelbyville,6B8CE424,monday,13,2,2,2
shelbyville,6B917B5,monday,14,3,3,2
shelbyville,6BA0C0D5,wednesday,20,1,1,1
shelbyville,6BA59275,monday,21,1,1,1
shelbyville,6BB6C10E,wednesday,21,1,1,1
shelbyville,6BCB51E8,monday,13,1,1,1
shelbyville,6BCB51E8,wednesday,20,1,1,1
shelbyville,6BD07401,friday,8,1,1,1
shelbyville,6BD34981,friday,14,1,1,1
shelbyville,6BE68490,friday,13,1,1,1
shelbyville,6BE68490,monday,21,2,2,2
shelbyville,6BE68613,wednesday,20,2,2,2
shelbyville,6BF05B51,wednesday,20,1,1,1
shelbyville,6BF05B51,wednesday,21,1,1,1
shelbyville,6BF05B51,wednesday,22,1,1,1
shelbyville,6BF82E72,wednesday,20,1,1,1
shelbyville,6BFCD8B9,wednesday,21,1,1,1
shelbyville,6BFD1DA,monday,14,2,2,2
shelbyville,6C05984E,friday,20,1,1,1
shelbyville,6C0734DA,friday,9,1,1,1
shelbyville,6C0896B2,friday,21,1,1,1
shelbyville,6C0896B2,monday,13,1,1,1
shelbyville,6C0896B2,monday,14,1,1,1
shelbyville,6C0A36E,wednesday,20,1,1,1
shelbyville,6C0D2673,monday,8,1,1,1
shelbyville,6C0D2673,wednesday,8,1,1,1
shelbyville,6C0D5760,friday,13,1,1,1
shelbyville,6C0D5760,friday,15,1,1,1
shelbyville,6C0E43EB,friday,20,1,1,1
shelbyville,6C0E43EB,monday,13,2,2,2
shelbyville,6C0E43EB,monday,20,4,4,4
shelbyville,6C0E43EB,monday,21,1,1,1
shelbyville,6C1BAB9C,friday,13,1,1,1
shelbyville,6C2A3EE5,friday,14,1,1,1
shelbyville,6C2F57E7,wednesday,8,1,1,1
shelbyville,6C33A273,wednesday,21,1,1,1
shelbyville,6C37A814,friday,14,1,1,1
shelbyville,6C3B00B8,wednesday,9,1,1,1
shelbyville,6C3F982F,monday,22,1,1,1
shelbyville,6C4992C5,wednesday,13,1,1,1
shelbyville,6C4D435B,friday,8,1,1,1
shelbyville,6C5140AD,monday,8,1,1,1
shelbyville,6C52FC0A,monday,20,1,1,1
shelbyville,6C612EAE,wednesday,21,1,1,1
shelbyville,6C618A0A,monday,8,1,1,1
shelbyville,6C6468A6,monday,9,1,1,1
shelbyville,6C6B0112,monday,13,1,1,1
shelbyville,6C7246FC,friday,13,1,1,1
shelbyville,6C7246FC,friday,14,2,2,1
shelbyville,6C749B14,wednesday,8,1,1,1
shelbyville,6C75C22D,monday,9,1,1,1
shelbyville,6C75C22D,wednesday,13,1,1,1
shelbyville,6C75C22D,wednesday,20,2,2,2
shelbyville,6C77C06,monday,9,1,1,1
shelbyville,6C7EB45D,monday,9,1,1,1
shelbyville,6C83D07C,wednesday,14,1,1,1
shelbyville,6C83D07C,wednesday,20,1,1,1
shelbyville,6C842EAB,monday,13,1,1,1
shelbyville,6C857832,friday,14,3,3,3
shelbyville,6C85F9A1,friday,9,1,1,1
shelbyville,6C85F9A1,friday,14,1,1,1
shelbyville,6C85F9A1,monday,13,1,1,1
shelbyville,6C85F9A1,monday,14,1,1,1
shelbyville,6C85F9A1,wednesday,9,2,2,1
shelbyville,6C85F9A1,wednesday,14,1,1,1
shelbyville,6C8E7931,monday,9,1,1,1
shelbyville,6C8E7931,wednesday,20,1,1,1
shelbyville,6C90D801,wednesday,13,1,1,1
shelbyville,6C97114,monday,9,1,1,1
shelbyville,6C9A577D,friday,20,1,1,1
shelbyville,6C9E112E,monday,8,1,1,1
shelbyville,6C9EDC87,monday,9,1,1,1
shelbyville,6CA00231,wednesday,8,1,1,1
shelbyville,6CA376E2,wednesday,9,1,1,1
shelbyville,6CA90B08,wednesday,14,1,1,1
shelbyville,6CB67071,wednesday,21,1,1,1
shelbyville,6CB85A63,monday,14,1,1,1
shelbyville,6CB85A63,monday,20,1,1,1
shelbyville,6CBE4568,friday,8,1,1,1
shelbyville,6CBF44E1,friday,13,1,1,1
shelbyville,6CBF4C0F,monday,21,1,1,1
shelbyville,6CC16C34,wednesday,14,1,1,1
shelbyville,6CC2DFD,monday,21,1,1,1
shelbyville,6CDAC1BD,friday,9,1,1,1
shelbyville,6CDAC1BD,monday,21,2,2,2
shelbyville,6CDAC1BD,wednesday,20,1,1,1
shelbyville,6CE41BE,friday,8,1,1,1
shelbyville,6CE41BE,monday,21,3,3,3
shelbyville,6CE41BE,wednesday,14,2,2,1
shelbyville,6CE95B2D,monday,13,1,1,1
shelbyville,6CE9CCC7,wednesday,13,1,1,1
shelbyville,6CEA3D48,wednesday,9,1,1,1
shelbyville,6CEA7090,wednesday,21,1,1,1
shelbyville,6CEB5568,monday,13,2,2,2
shelbyville,6CECC2EA,monday,20,1,1,1
shelbyville,6CF66E33,monday,8,1,1,1
shelbyville,6D0ABA9C,monday,13,1,1,1
shelbyville,6D0ABA9C,monday,14,1,1,1
shelbyville,6D0ABA9C,monday,20,1,1,1
shelbyville,6D0ABA9C,wednesday,8,1,1,1
shelbyville,6D0ABA9C,wednesday,14,1,1,1
shelbyville,6D0BD581,monday,8,1,1,1
shelbyville,6D0D5C2B,monday,8,1,1,1
shelbyville,6D100CB2,monday,13,1,1,1
shelbyville,6D119D47,monday,20,1,1,1
shelbyville,6D1A45E4,friday,21,5,5,4
shelbyville,6D1A45E4,wednesday,20,2,2,2
shelbyville,6D1A45E4,wednesday,21,1,1,1
shelbyville,6D22DC43,wednesday,9,1,1,1
shelbyville,6D2A1E90,wednesday,20,1,1,1
shelbyville,6D2F63DF,monday,20,1,1,1
shelbyville,6D346AAC,friday,20,1,1,1
shelbyville,6D3BAB30,monday,20,1,1,1
shelbyville,6D491A70,friday,21,1,1,1
shelbyville,6D4AA647,friday,14,1,1,1
shelbyville,6D523F80,wednesday,14,1,1,1
shelbyville,6D576F5A,monday,9,1,1,1
shelbyville,6D60077F,monday,21,1,1,1
shelbyville,6D65FB4E,friday,9,1,1,1
shelbyville,6D69F78C,friday,9,1,1,1
shelbyville,6D70B668,wednesday,21,1,1,1
shelbyville,6D7F6A3D,friday,21,1,1,1
shelbyville,6D7FD37A,wednesday,14,1,1,1
shelbyville,6D8D6259,friday,13,1,1,1
shelbyville,6D98DC7C,wednesday,21,1,1,1
shelbyville,6D9B6AF9,wednesday,20,1,1,1
shelbyville,6D9BC4A3,wednesday,21,1,1,1
shelbyville,6DA08683,monday,20,1,1,1
shelbyville,6DA30BFA,monday,20,1,1,1
shelbyville,6DAD38FB,friday,20,1,1,1
shelbyville,6DBE32AD,monday,8,1,1,1
shelbyville,6DC1049E,friday,13,1,1,1
shelbyville,6DC5CB4B,monday,9,1,1,1
shelbyville,6DC8E5BC,wednesday,14,1,1,1
shelbyville,6DDB8B6,friday,14,1,1,1
shelbyville,6DDF44CA,friday,13,1,1,1
shelbyville,6DE19C79,monday,21,1,1,1
shelbyville,6DE19C79,wednesday,20,1,1,1
shelbyville,6DF58912,wednesday,20,3,3,3
shelbyville,6DF58912,wednesday,21,2,2,2
shelbyville,6DF72CF,wednesday,20,1,1,1
shelbyville,6DF7B24,friday,14,1,1,1
shelbyville,6DFCDE05,monday,14,1,1,1
shelbyville,6DFCDE05,wednesday,13,2,2,2
shelbyville,6DFDEAC0,wednesday,13,1,1,1
shelbyville,6DFFA2BD,wednesday,21,1,1,1
shelbyville,6E02F4E4,monday,20,2,2,1
shelbyville,6E05F,friday,21,1,1,1
shelbyville,6E08FBF,friday,13,1,1,1
shelbyville,6E08FBF,friday,14,1,1,1
shelbyville,6E08FBF,monday,14,1,1,1
shelbyville,6E08FBF,wednesday,20,2,2,2
shelbyville,6E14023B,friday,8,1,1,1
shelbyville,6E15F1E2,wednesday,14,1,1,1
shelbyville,6E1AA9F1,wednesday,20,1,1,1
shelbyville,6E1C3FBD,wednesday,13,1,1,1
shelbyville,6E1D7C67,monday,13,1,1,1
shelbyville,6E22EA2D,friday,8,1,1,1
shelbyville,6E2534E6,monday,20,5,5,2
shelbyville,6E2534E6,monday,21,9,9,2
shelbyville,6E5C536A,wednesday,21,1,1,1
shelbyville,6E5CDC11,monday,13,1,1,1
shelbyville,6E600DD2,friday,14,1,1,1
shelbyville,6E64373B,wednesday,13,1,1,1
shelbyville,6E794CCF,friday,21,1,1,1
shelbyville,6E79FAD0,wednesday,8,1,1,1
shelbyville,6E7CAE07,monday,21,1,1,1
shelbyville,6E7CAE07,monday,22,1,1,1
shelbyville,6E7F438C,monday,14,1,1,1
shelbyville,6E89F923,friday,9,1,1,1
shelbyville,6E8E88E4,friday,20,1,1,1
shelbyville,6E8FF59D,friday,14,1,1,1
shelbyville,6E909251,monday,21,1,1,1
shelbyville,6E938F03,wednesday,14,2,2,1
shelbyville,6E9611D3,friday,21,1,1,1
shelbyville,6EB10E6F,wednesday,21,2,2,2
shelbyville,6EB29E8E,wednesday,14,1,1,1
shelbyville,6EB676D9,monday,14,1,1,1
shelbyville,6EC297DD,monday,8,1,1,1
shelbyville,6EC3110A,wednesday,13,2,2,2
shelbyville,6EC77FED,friday,14,1,1,1
shelbyville,6ECFA4AF,wednesday,9,1,1,1
shelbyville,6ECFD99B,wednesday,14,1,1,1
shelbyville,6ED4136F,friday,21,1,1,1
shelbyville,6ED58F25,friday,13,1,1,1
shelbyville,6EDA72E1,friday,9,1,1,1
shelbyville,6EDA72E1,wednesday,9,1,1,1
shelbyville,6EDD491F,friday,13,1,1,1
shelbyville,6EDEE52F,wednesday,13,1,1,1
shelbyville,6EE59AF4,friday,14,1,1,1
shelbyville,6EE6E9F3,wednesday,9,1,1,1
shelbyville,6EEA51A9,monday,9,1,1,1
shelbyville,6EEF06A,monday,20,1,1,1
shelbyville,6EFC1D73,monday,20,1,1,1
shelbyville,6EFC1D73,wednesday,20,1,1,1
shelbyville,6F01F987,friday,22,1,1,1
shelbyville,6F01F987,monday,20,2,2,1
shelbyville,6F0A4CF6,wednesday,9,1,1,1
shelbyville,6F1A754D,friday,8,1,1,1
shelbyville,6F1A754D,wednesday,20,1,1,1
shelbyville,6F254D84,friday,14,7,6,3
shelbyville,6F2C9306,monday,13,1,1,1
shelbyville,6F2FAB66,wednesday,21,1,1,1
shelbyville,6F2FB6C2,friday,14,1,1,1
shelbyville,6F32ACB,wednesday,20,1,1,1
shelbyville,6F3B1CF8,friday,21,2,2,2
shelbyville,6F3D830A,monday,14,1,1,1
shelbyville,6F3D830A,wednesday,10,1,1,1
shelbyville,6F423F90,friday,21,1,1,1
shelbyville,6F4BD99,wednesday,14,3,3,3
shelbyville,6F62673E,wednesday,20,1,1,1
