city,userid,tracks,artists,genres
shelbyville,EFD2F35A,1,1,1
shelbyville,EFD9ADA6,1,1,1
shelbyville,EFE08E9,1,1,1
shelbyville,EFE13E18,1,1,1
shelbyville,EFE29904,2,2,2
shelbyville,EFEB6C25,3,3,3
shelbyville,EFED358,1,1,1
shelbyville,EFF663A8,1,1,1
shelbyville,F000154,2,2,1
shelbyville,F0140C3,1,1,1
shelbyville,F014DBFB,1,1,1
shelbyville,F018BD36,1,1,1
shelbyville,F01F1B19,1,1,1
shelbyville,F020242A,1,1,1
shelbyville,F02A6DAE,1,1,1
shelbyville,F02BE89B,1,1,1
shelbyville,F03039F3,1,1,1
shelbyville,F038E9CD,1,1,1
shelbyville,F03CF436,1,1,1
shelbyville,F03E6435,2,2,2
shelbyville,F03EC745,1,1,1
shelbyville,F0410B69,1,1,1
shelbyville,F04A1FF,2,2,2
shelbyville,F04A4E4B,1,1,1
shelbyville,F04E54E,1,1,1
shelbyville,F058A93E,1,1,1
shelbyville,F05ADA65,5,4,4
shelbyville,F06A9AAB,1,1,1
shelbyville,F06E55D2,1,1,1
shelbyville,F0756B41,1,1,1
shelbyville,F0791C2A,1,1,1
shelbyville,F07F470F,1,1,1
shelbyville,F07F515E,2,2,2
shelbyville,F08A73EB,2,2,1
shelbyville,F0911023,1,1,1
shelbyville,F09931E8,1,1,1
shelbyville,F09B6DF8,1,1,1
shelbyville,F0A965C9,1,1,1
shelbyville,F0AC795B,1,1,1
shelbyville,F0AF10B3,2,2,1
shelbyville,F0B13AF7,1,1,1
shelbyville,F0B2EEFC,3,3,3
shelbyville,F0B45794,1,1,1
shelbyville,F0B8371C,1,1,1
shelbyville,F0BBD01A,1,1,1
shelbyville,F0C2B455,2,2,2
shelbyville,F0C6653C,1,1,1
shelbyville,F0C7094D,1,1,1
shelbyville,F0C71832,1,1,1
shelbyville,F0CE3CFE,2,2,2
shelbyville,F0D10440,1,1,1
shelbyville,F0D9E041,3,3,2
shelbyville,F0DAC919,1,1,1
shelbyville,F0DE6BC9,1,1,1
shelbyville,F0DF4E1B,1,1,1
shelbyville,F0DFA97B,2,2,1
shelbyville,F0E25446,1,1,1
shelbyville,F0F124B3,2,2,2
shelbyville,F0F17483,1,1,1
shelbyville,F0F48477,2,2,2
shelbyville,F0FBA727,1,1,1
shelbyville,F10919ED,3,2,2
shelbyville,F1091EC7,3,3,1
shelbyville,F11C8723,1,1,1
shelbyville,F11F6ED7,1,1,1
shelbyville,F1299DF8,2,9,5
shelbyville,F12FAECE,1,1,1
shelbyville,F13117C6,1,1,1
shelbyville,F13658E0,2,1,1
shelbyville,F1389708,3,3,3
shelbyville,F13C0B64,1,1,1
shelbyville,F13C9C36,1,1,1
shelbyville,F15007A3,1,1,1
shelbyville,F154F3A8,1,1,1
shelbyville,F15E2FAC,1,1,1
shelbyville,F161540A,2,2,1
shelbyville,F1641F31,1,1,1
shelbyville,F170C7C0,1,1,1
shelbyville,F17BC4C3,1,1,1
shelbyville,F180C23F,1,1,1
shelbyville,F185C12E,1,1,1
shelbyville,F18C12CA,1,1,1
shelbyville,F18C8BA,1,1,1
shelbyville,F19583D6,2,2,2
shelbyville,F1A3323F,1,1,1
shelbyville,F1B04E8F,1,1,1
shelbyville,F1B93F29,1,1,1
shelbyville,F1BF62F0,1,1,1
shelbyville,F1C0B8D0,1,1,1
shelbyville,F1C3AA8F,1,1,1
shelbyville,F1C58A6B,1,1,1
shelbyville,F1C5EAAD,1,1,1
shelbyville,F1C68FBD,3,3,3
shelbyville,F1DEDEA9,1,1,1
shelbyville,F1E04AB0,1,1,1
shelbyville,F1E36618,1,1,1
shelbyville,F1EB302A,11,11,4
shelbyville,F1F411A8,1,1,1
shelbyville,F1FB0E8F,1,1,1
shelbyville,F1FEF59F,1,1,1
shelbyville,F2065F1B,1,1,1
shelbyville,F20BA13C,1,1,1
shelbyville,F20C7470,1,1,1
shelbyville,F21B4BA3,1,1,1
shelbyville,F227BFC0,1,1,1
shelbyville,F22C80E4,1,1,1
shelbyville,F233360F,1,1,1
shelbyville,F2387D06,1,1,1
shelbyville,F2392772,1,1,1
shelbyville,F23B47A6,2,2,1
shelbyville,F23BFDEC,1,1,1
shelbyville,F23EB1E6,1,1,1
shelbyville,F2419F31,1,1,1
shelbyville,F2485269,1,1,1
shelbyville,F24CF7A8,1,1,1
shelbyville,F2508EBA,1,1,1
shelbyville,F25144F9,2,2,2
shelbyville,F254B473,1,1,1
shelbyville,F2563CB9,1,1,1
shelbyville,F256FBE3,2,2,2
shelbyville,F259685E,2,1,1
shelbyville,F25B4E4E,1,1,1
shelbyville,F260528C,1,1,1
shelbyville,F2628B73,1,1,1
shelbyville,F26D4738,1,1,1
shelbyville,F271AD6B,1,1,1
shelbyville,F276578C,3,3,3
shelbyville,F2781C6C,1,1,1
shelbyville,F27AA376,1,1,1
shelbyville,F27C635D,3,3,1
shelbyville,F28337EB,3,3,3
shelbyville,F29A3C1B,3,2,2
shelbyville,F29A48AC,3,3,2
shelbyville,F2A60316,2,2,1
shelbyville,F2A6AF85,1,1,1
shelbyville,F2AA20F6,1,1,1
shelbyville,F2AA3514,1,1,1
shelbyville,F2B50E37,1,1,1
shelbyville,F2BD3A7,1,1,1
shelbyville,F2C107AA,1,1,1
shelbyville,F2C88284,3,3,3
shelbyville,F2CBAE07,1,1,1
shelbyville,F2CCD649,1,1,1
shelbyville,F2CDE658,1,1,1
shelbyville,F2CFB1AE,1,1,1
shelbyville,F2CFF46,3,3,2
shelbyville,F2D1F9A2,1,1,1
shelbyville,F2DB9AD4,2,2,2
shelbyville,F2DF11A0,1,1,1
shelbyville,F2E0114,1,1,1
shelbyville,F2EBE2D2,1,1,1
shelbyville,F2F17A67,2,2,1
shelbyville,F2F41F1E,1,1,1
shelbyville,F2F4B998,2,3,3
shelbyville,F2FB2830,1,1,1
shelbyville,F303ECAC,6,6,3
shelbyville,F30EBC38,1,1,1
shelbyville,F31107BD,1,1,1
shelbyville,F316D2E6,2,2,2
shelbyville,F31A6DA5,1,1,1
shelbyville,F3206EC5,1,1,1
shelbyville,F326522E,1,1,1
shelbyville,F3290F0E,1,1,1
shelbyville,F3322DD3,2,2,2
shelbyville,F3361B,1,1,1
shelbyville,F33CAC2B,1,1,1
shelbyville,F33FA8C,2,2,2
shelbyville,F3457314,2,2,2
shelbyville,F34EBDBA,1,1,1
shelbyville,F3501FC,1,1,1
shelbyville,F354F7AB,1,1,1
shelbyville,F3698FCA,1,1,1
shelbyville,F36E8B3B,1,1,1
shelbyville,F370461F,1,1,1
shelbyville,F3763E03,2,2,2
shelbyville,F37A56A5,1,1,1
shelbyville,F37F1F48,1,1,1
shelbyville,F3822801,1,1,1
shelbyville,F3886A40,1,1,1
shelbyville,F38927F9,1,1,1
shelbyville,F38BDB2A,1,1,1
shelbyville,F3937A5,2,2,1
shelbyville,F3970172,1,1,1
shelbyville,F397D20F,1,1,1
shelbyville,F39A47CC,1,1,1
shelbyville,F3A0E026,1,1,1
shelbyville,F3A14942,1,1,1
shelbyville,F3A2CF8E,1,1,1
shelbyville,F3A9A475,1,1,1
shelbyville,F3ABAA0,1,1,1
shelbyville,F3B31A83,1,1,1
shelbyville,F3B3C845,1,1,1
shelbyville,F3B631C6,1,1,1
shelbyville,F3C50A56,1,1,1
shelbyville,F3CCEEDA,3,3,1
shelbyville,F3D4CE6A,4,4,3
shelbyville,F3D7493D,6,6,3
shelbyville,F3EA092D,1,1,1
shelbyville,F3EAEE6D,1,1,1
shelbyville,F3F0F148,1,1,1
shelbyville,F3F27BC5,1,1,1
shelbyville,F3F42255,1,1,1
shelbyville,F3F6DCBF,2,2,1
shelbyville,F3F7CA6,1,1,1
shelbyville,F3F9CB54,3,3,3
shelbyville,F3FB8127,4,4,2
shelbyville,F4001935,1,1,1
shelbyville,F404A7AE,1,1,1
shelbyville,F4091050,3,3,1
shelbyville,F40B0F2E,1,1,1
shelbyville,F40E1DA4,2,2,2
shelbyville,F412A89D,1,1,1
shelbyville,F41422AD,2,2,2
shelbyville,F417D590,1,1,1
shelbyville,F41C78EA,2,2,2
shelbyville,F429D5CE,1,1,1
shelbyville,F42C7AB4,1,1,1
shelbyville,F42F3AA6,1,1,1
shelbyville,F4317086,3,4,1
shelbyville,F4434A3,1,1,1
shelbyville,F44D9B34,1,1,1
shelbyville,F454A6E2,5,5,4
shelbyville,F459F1BA,1,1,1
shelbyville,F45A22B6,2,2,2
shelbyville,F45C5CDC,2,2,2
shelbyville,F4686D53,1,1,1
shelbyville,F46AED3A,1,1,1
shelbyville,F46EB222,6,6,3
shelbyville,F47076B6,1,1,1
shelbyville,F474906C,1,1,1
shelbyville,F47DFEE2,1,1,1
shelbyville,F485FEBE,1,1,1
shelbyville,F489B2DB,1,1,1
shelbyville,F48A9173,1,1,1
shelbyville,F48AF185,1,1,1
shelbyville,F48F362A,1,1,1
shelbyville,F490337E,1,1,1
shelbyville,F496C441,1,1,1
shelbyville,F4996969,1,1,1
shelbyville,F49AB00A,2,2,2
shelbyville,F49B0AA3,1,1,1
shelbyville,F49BEEC5,1,1,1
shelbyville,F49FC97C,1,1,1
shelbyville,F4A08566,1,1,1
shelbyville,F4A79A88,1,1,1
shelbyville,F4A9C6B2,1,1,1
shelbyville,F4B2F29D,3,3,3
shelbyville,F4B4B9A5,1,1,1
shelbyville,F4B53654,14,14,7
shelbyville,F4C5755A,1,1,1
shelbyville,F4CC4942,1,1,1
shelbyville,F4CD645E,1,1,1
shelbyville,F4D3827B,1,1,1
shelbyville,F4D4AC7A,1,1,1
shelbyville,F4D50746,2,2,1
shelbyville,F4DA37B1,1,1,1
shelbyville,F4DA8336,2,2,2
shelbyville,F4DC43B2,1,1,1
shelbyville,F4E1EBFB,1,1,1
shelbyville,F4E4507C,1,1,1
shelbyville,F4E53FA9,1,1,1
shelbyville,F4ED279D,3,3,1
shelbyville,F4ED618D,1,1,1
shelbyville,F4ED6DBA,1,1,1
shelbyville,F4EECFC,1,1,1
shelbyville,F4F7D4BF,1,1,1
shelbyville,F509F7B6,1,1,1
shelbyville,F511ADE7,1,1,1
shelbyville,F5236C21,1,1,1
shelbyville,F53E1C86,1,1,1
shelbyville,F53E4628,1,1,1
shelbyville,F54187DF,1,1,1
shelbyville,F54644A9,1,1,1
shelbyville,F546F0F1,1,1,1
shelbyville,F54D5B2E,1,1,1
shelbyville,F552EB96,3,3,3
shelbyville,F55B4FA6,1,1,1
shelbyville,F560DDDF,2,2,2
shelbyville,F561250E,1,1,1
shelbyville,F5650B94,1,1,1
shelbyville,F569E5C,5,5,3
shelbyville,F56D3563,2,2,2
shelbyville,F56F17A6,1,1,1
shelbyville,F5726D80,2,2,2
shelbyville,F574B307,1,1,1
shelbyville,F586135F,1,1,1
shelbyville,F586AA94,1,1,1
shelbyville,F5872847,1,1,1
shelbyville,F59ADAA4,1,1,1
shelbyville,F59C36FD,1,1,1
shelbyville,F59F8987,1,1,1
shelbyville,F5A21487,1,1,1
shelbyville,F5A63434,1,1,1
shelbyville,F5AE68EE,2,2,2
shelbyville,F5B296B8,1,1,1
shelbyville,F5B9A434,1,1,1
shelbyville,F5BBD3AE,1,1,1
shelbyville,F5D4D0E2,2,2,2
shelbyville,F5D6CF48,2,2,2
shelbyville,F5DD3AA,1,1,1
shelbyville,F5E19F81,1,1,1
shelbyville,F5E34492,3,3,2
shelbyville,F5E65DCD,1,1,1
shelbyville,F5F05D64,2,2,2
shelbyville,F5F524EC,1,1,1
shelbyville,F5F85422,2,2,2
shelbyville,F600944E,1,1,1
shelbyville,F60149B2,1,1,1
shelbyville,F602FC80,1,1,1
shelbyville,F603F268,1,1,1
shelbyville,F6095E39,1,1,1
shelbyville,F60B4132,1,1,1
shelbyville,F60B4A3B,2,2,2
shelbyville,F611A3B0,1,1,1
shelbyville,F61B1E2D,1,1,1
shelbyville,F620026A,1,1,1
shelbyville,F620D96D,1,1,1
shelbyville,F626AB48,1,1,1
shelbyville,F6371615,1,1,1
shelbyville,F6460FDD,1,1,1
shelbyville,F646D6DE,8,8,3
shelbyville,F6473211,1,1,1
shelbyville,F65A3DE7,1,1,1
shelbyville,F65DE8E2,1,1,1
shelbyville,F65FF6B2,1,1,1
shelbyville,F66901E6,1,1,1
shelbyville,F684F410,1,1,1
shelbyville,F6852AF4,1,1,1
shelbyville,F686D0BC,1,1,1
shelbyville,F68B361E,1,1,1
shelbyville,F68B7902,1,1,1
shelbyville,F690B795,1,1,1
shelbyville,F6992A48,1,2,2
shelbyville,F69FDEA0,1,1,1
shelbyville,F6A44469,8,8,3
shelbyville,F6A69EA2,1,1,1
shelbyville,F6B1650D,1,1,1
shelbyville,F6B7DE81,1,1,1
shelbyville,F6B828C2,1,1,1
shelbyville,F6BE4DE0,1,1,1
shelbyville,F6BF4629,3,3,3
shelbyville,F6C8FC0,1,1,1
shelbyville,F6CBEB44,1,1,1
shelbyville,F6D2CC4B,1,1,1
shelbyville,F6DBBFC4,1,1,1
shelbyville,F6DBCBD4,1,1,1
shelbyville,F6DCD137,1,1,1
shelbyville,F6E548D2,1,1,1
shelbyville,F6F8A66,1,2,1
shelbyville,F6F9F554,1,1,1
shelbyville,F6FDA4F3,1,1,1
shelbyville,F6FDC4B1,1,1,1
shelbyville,F7067B9,1,1,1
shelbyville,F71DA57A,2,2,2
shelbyville,F71E8AAF,1,1,1
shelbyville,F7253346,1,1,1
shelbyville,F7330352,1,1,1
shelbyville,F733D8FB,2,2,1
shelbyville,F7499A16,1,1,1
shelbyville,F7530C8F,1,1,1
shelbyville,F7557C2,1,1,1
shelbyville,F75A1C96,3,2,3
shelbyville,F76332D7,1,1,1
shelbyville,F76A2234,3,3,3
shelbyville,F76C0EF6,1,1,1
shelbyville,F76EE701,1,1,1
shelbyville,F7729B64,1,1,1
shelbyville,F774B02A,1,1,1
shelbyville,F77529E1,1,1,1
shelbyville,F7762135,2,2,2
shelbyville,F77BD9C2,2,2,2
shelbyville,F78240FD,1,1,1
shelbyville,F7824F99,2,2,2
shelbyville,F79B0400,1,1,1
shelbyville,F79FA9C3,1,1,1
shelbyville,F7A8FB8E,2,2,2
shelbyville,F7A9116B,1,1,1
shelbyville,F7B91D62,2,2,2
shelbyville,F7BA724A,1,1,1
shelbyville,F7BCC1AA,2,2,2
shelbyville,F7BD26ED,1,1,1
shelbyville,F7C4092C,1,1,1
shelbyville,F7DBC613,3,3,2
shelbyville,F7E760F2,2,2,2
shelbyville,F7E91519,1,1,1
shelbyville,F7ED3C57,1,1,1
shelbyville,F7F22F7E,2,2,2
shelbyville,F7FA7E6D,1,1,1
shelbyville,F806BBFF,1,1,1
shelbyville,F8098166,1,1,1
shelbyville,F80D5B7A,4,3,4
shelbyville,F80F6612,2,2,2
shelbyville,F810EC7C,1,1,1
shelbyville,F8145FF9,1,1,1
shelbyville,F8148F6C,5,4,3
shelbyville,F81D0E6,1,1,1
shelbyville,F820C4DF,1,1,1
shelbyville,F8273F1D,3,3,2
shelbyville,F82A5095,1,1,1
shelbyville,F82D5BC6,4,4,4
shelbyville,F83A3F24,1,1,1
shelbyville,F83AF469,1,1,1
shelbyville,F84A65B5,1,1,1
shelbyville,F84BB080,1,1,1
shelbyville,F84EC1BF,2,2,2
shelbyville,F8593D68,1,1,1
shelbyville,F861D762,2,2,2
shelbyville,F8645FBC,7,8,3
shelbyville,F867D157,1,1,1
shelbyville,F8702112,3,3,2
shelbyville,F8773962,1,1,1
shelbyville,F8797C9F,2,2,2
shelbyville,F886C0A9,3,2,2
shelbyville,F88FA8E4,1,1,1
shelbyville,F891B6C0,1,1,1
shelbyville,F895934B,1,1,1
shelbyville,F8969275,1,1,1
shelbyville,F8974F04,1,1,1
shelbyville,F898C3C6,1,1,1
shelbyville,F89D321E,1,1,1
shelbyville,F8A29F0E,3,4,3
shelbyville,F8A6367A,1,1,1
shelbyville,F8B76335,1,1,1
shelbyville,F8CAEB8D,1,1,1
shelbyville,F8D33C0,2,2,2
shelbyville,F8D34AB,1,1,1
shelbyville,F8D89C47,1,1,1
shelbyville,F8D9D69,1,1,1
shelbyville,F8E18C94,3,3,3
shelbyville,F8E7A1AC,1,1,1
shelbyville,F8EC3101,2,2,2
shelbyville,F8F33F84,1,1,1
shelbyville,F8F5855B,1,1,1
shelbyville,F8F5C927,1,1,1
shelbyville,F8F715CF,1,1,1
shelbyville,F8F8469F,1,1,1
shelbyville,F9077CE3,2,2,2
shelbyville,F90E3313,1,1,1
shelbyville,F90F3D10,1,1,1
shelbyville,F912EF0C,1,1,1
shelbyville,F9131100,1,1,1
shelbyville,F91318CE,2,2,2
shelbyville,F9273628,2,2,1
shelbyville,F939472E,1,1,1
shelbyville,F93C49A3,7,6,2
shelbyville,F93E7322,1,1,1
shelbyville,F9414A1B,1,1,1
shelbyville,F94C340A,1,1,1
shelbyville,F94C88E2,1,1,1
shelbyville,F94E8825,1,1,1
shelbyville,F956994A,3,3,3
shelbyville,F956FDE0,2,2,2
shelbyville,F95ECDD0,2,2,2
shelbyville,F9625475,1,1,1
shelbyville,F963D746,1,1,1
shelbyville,F96D168A,1,1,1
shelbyville,F96D83A3,1,1,1
shelbyville,F96E770B,2,2,2
shelbyville,F96FEB80,2,2,1
shelbyville,F9724999,2,2,2
shelbyville,F976861C,1,1,1
shelbyville,F976D562,4,4,3
shelbyville,F97B4976,1,1,1
shelbyville,F97CA3F8,1,1,1
shelbyville,F97CDA4,2,2,1
shelbyville,F97E53A7,1,1,1
shelbyville,F98359D2,1,1,1
shelbyville,F985FE5B,1,1,1
shelbyville,F987AB90,2,2,1
shelbyville,F98C8633,1,1,1
shelbyville,F98D50B4,1,1,1
shelbyville,F98E8179,1,1,1
shelbyville,F990AAA4,1,1,1
shelbyville,F997D2E5,2,2,2
shelbyville,F99881B4,1,1,1
shelbyville,F99C40B9,1,1,1
shelbyville,F99D0578,4,4,1
shelbyville,F99D958,1,1,1
shelbyville,F99DEDA1,1,1,1
shelbyville,F9AB4560,1,1,1
shelbyville,F9CCEBCA,1,1,1
shelbyville,F9D3AD41,1,1,1
shelbyville,F9E09C19,1,1,1
shelbyville,F9E35BDA,1,1,1
shelbyville,F9E52202,1,1,1
shelbyville,F9E63F7F,3,3,3
shelbyville,F9E90DCB,1,1,1
shelbyville,F9EAD7E9,13,10,3
shelbyville,F9F933C7,1,1,1
shelbyville,F9FEBCD4,1,1,1
shelbyville,FA01FF5D,1,1,1
shelbyville,FA0237BE,3,3,3
shelbyville,FA10D84B,2,2,2
shelbyville,FA1BFE1E,1,1,1
shelbyville,FA2242D3,2,2,2
shelbyville,FA2D7B58,1,1,1
shelbyville,FA31474C,2,2,1
shelbyville,FA348287,2,2,1
shelbyville,FA39DEDB,2,2,2
shelbyville,FA3C2F07,1,1,1
shelbyville,FA444AE3,1,1,1
shelbyville,FA47DF2A,1,1,1
shelbyville,FA53638D,1,1,1
shelbyville,FA573A47,2,2,2
shelbyville,FA5A5959,1,1,1
shelbyville,FA5ABB1B,1,1,1
shelbyville,FA67EAB9,1,1,1
shelbyville,FA694A25,1,1,1
shelbyville,FA6B7E45,1,1,1
shelbyville,FA6CF2C7,2,2,2
shelbyville,FA73C38E,1,1,1
shelbyville,FA751451,1,1,1
shelbyville,FA7CFE5,1,1,1
shelbyville,FA82AC02,1,1,1
shelbyville,FA8A3BAD,2,2,1
shelbyville,FA8AB69E,1,1,1
shelbyville,FA8FE8AD,1,1,1
shelbyville,FA927761,2,3,2
shelbyville,FA9420AC,2,2,2
shelbyville,FAA0B63,3,3,1
shelbyville,FAA28D75,1,1,1
shelbyville,FAAA3893,1,1,1
shelbyville,FAAD5DD6,1,1,1
shelbyville,FAAF64D3,1,1,1
shelbyville,FAB3B20C,1,1,1
shelbyville,FAB9E5E3,1,1,1
shelbyville,FAC6B54B,1,1,1
shelbyville,FAD04FFD,3,2,2
shelbyville,FAD1575D,1,1,1
shelbyville,FAD73CAE,1,1,1
shelbyville,FADC6D16,1,1,1
shelbyville,FADDF257,1,1,1
shelbyville,FAE5235,1,1,1
shelbyville,FAE92559,1,1,1
shelbyville,FAEF07A,3,3,2
shelbyville,FAF19F38,1,1,1
shelbyville,FAF416,1,1,1
shelbyville,FAF7BEE6,2,2,2
shelbyville,FAF9CF81,1,1,1
shelbyville,FB0A7990,1,1,1
shelbyville,FB10FCE6,1,1,1
shelbyville,FB1B672A,1,1,1
shelbyville,FB1C6ED,1,1,1
shelbyville,FB232886,2,2,2
shelbyville,FB2C880C,1,1,1
shelbyville,FB37328D,1,1,1
shelbyville,FB3B7A74,1,1,1
shelbyville,FB4E04A0,1,1,1
shelbyville,FB553184,2,2,2
shelbyville,FB571614,1,1,1
shelbyville,FB5C6FA,1,1,1
shelbyville,FB62932,1,1,1
shelbyville,FB6550F2,1,1,1
shelbyville,FB79E003,2,2,1
shelbyville,FB7CF85C,1,1,1
shelbyville,FB7DCAC5,1,1,1
shelbyville,FB81532F,2,2,2
shelbyville,FB891C61,1,1,1
shelbyville,FB8C5671,1,1,1
shelbyville,FB8E3AF7,1,1,1
shelbyville,FB9443F7,1,1,1
shelbyville,FB982D05,1,1,1
shelbyville,FB9B2D91,1,1,1
shelbyville,FB9CB430,1,1,1
shelbyville,FBA05DC6,2,2,1
shelbyville,FBA7518E,1,1,1
shelbyville,FBA93567,1,1,1
shelbyville,FBB1EDE2,2,2,2
shelbyville,FBB3BEED,1,1,1
shelbyville,FBB5936C,1,1,1
shelbyville,FBBA2096,2,2,2
shelbyville,FBBAD7FE,1,1,1
shelbyville,FBBBD488,2,2,1
shelbyville,FBBF79B9,1,1,1
shelbyville,FBC1255E,1,1,1
shelbyville,FBC75923,1,1,1
shelbyville,FBC9D07B,3,3,3
shelbyville,FBD200C7,1,1,1
shelbyville,FBD6B658,1,1,1
shelbyville,FBD7369C,2,2,1
shelbyville,FBDBD46C,1,1,1
shelbyville,FBDD0EDE,1,1,1
shelbyville,FBDD3323,2,2,1
shelbyville,FBDDDA06,1,1,1
shelbyville,FBDEC671,2,2,2
shelbyville,FBE191F5,1,1,1
shelbyville,FBE7CB1C,2,2,1
shelbyville,FBE9AE8E,1,1,1
shelbyville,FBEA299,1,1,1
shelbyville,FBF1F260,1,1,1
shelbyville,FBF5E038,1,1,1
shelbyville,FBF984F7,1,1,1
shelbyville,FBFC6819,2,2,1
shelbyville,FBFE97A7,3,3,3
shelbyville,FBFED04,2,2,1
shelbyville,FBFFC72,1,1,1
shelbyville,FC020AA2,4,4,3
shelbyville,FC02C919,1,1,1
shelbyville,FC06EFDA,1,1,1
shelbyville,FC0AF5B1,3,3,3
shelbyville,FC141072,1,1,1
shelbyville,FC1AB507,3,3,1
shelbyville,FC23480D,1,1,1
shelbyville,FC267BE0,1,1,1
shelbyville,FC2E2062,1,1,1
shelbyville,FC30FA5D,1,1,1
shelbyville,FC321C04,1,1,1
shelbyville,FC35CCF6,1,1,1
shelbyville,FC37BA0D,1,1,1
shelbyville,FC3AF8A3,1,1,1
shelbyville,FC3D5A67,1,1,1
shelbyville,FC3E84D9,1,1,1
shelbyville,FC41DFD1,2,2,1
shelbyville,FC41E5AB,1,2,2
shelbyville,FC4382B9,1,1,1
shelbyville,FC4AD514,2,2,2
shelbyville,FC4EEC66,1,1,1
shelbyville,FC567946,1,1,1
shelbyville,FC5F5FA1,2,2,2
shelbyville,FC6C72F6,1,1,1
shelbyville,FC71F19F,3,3,2
shelbyville,FC848E59,1,1,1
shelbyville,FC85D715,1,1,1
shelbyville,FC8EE812,1,1,1
shelbyville,FC90D4FC,1,1,1
shelbyville,FC91A586,1,1,1
shelbyville,FC927ECF,1,1,1
shelbyville,FC9A2520,1,1,1
shelbyville,FC9DCB9C,1,1,1
shelbyville,FCA147DC,1,1,1
shelbyville,FCAA5A79,3,3,3
shelbyville,FCAA7C0C,2,2,2
shelbyville,FCAC18BC,1,1,1
shelbyville,FCACBD9,1,1,1
shelbyville,FCADDD08,1,1,1
shelbyville,FCBE11F9,1,1,1
shelbyville,FCC3F9BD,1,1,1
shelbyville,FCC585CA,1,1,1
shelbyville,FCC7C83E,1,1,1
shelbyville,FCDB10C1,1,1,1
shelbyville,FCDB1BE8,1,1,1
shelbyville,FCDC86B1,1,1,1
shelbyville,FCDF11B4,3,3,3
shelbyville,FCED27D5,1,1,1
shelbyville,FCF2E3BB,1,1,1
shelbyville,FCF42369,1,1,1
shelbyville,FCF4CE79,5,5,4
shelbyville,FCF77A69,1,1,1
shelbyville,FCFF5EAB,1,1,1
shelbyville,FD0DD205,1,1,1
shelbyville,FD102E07,1,1,1
shelbyville,FD142A29,2,2,2
shelbyville,FD15239B,7,5,4
shelbyville,FD1882F4,1,1,1
shelbyville,FD1C7B93,1,1,1
shelbyville,FD1C832D,1,1,1
shelbyville,FD1D6E0A,3,3,3
shelbyville,FD1D7771,1,1,1
shelbyville,FD21300B,5,5,3
shelbyville,FD244571,4,4,2
shelbyville,FD26D4D6,1,1,1
shelbyville,FD2A208B,1,1,1
shelbyville,FD30C149,1,1,1
shelbyville,FD32942E,1,1,1
shelbyville,FD3627FF,1,1,1
shelbyville,FD435B1B,2,2,1
shelbyville,FD4601A4,2,2,2
shelbyville,FD4A66EB,2,2,1
shelbyville,FD62E9AC,1,1,1
shelbyville,FD64857C,1,1,1
shelbyville,FD6524DE,1,1,1
shelbyville,FD729DE1,1,1,1
shelbyville,FD7470CD,1,1,1
shelbyville,FD7A7841,2,2,2
shelbyville,FD7E339,1,1,1
shelbyville,FD84916E,1,1,1
shelbyville,FD8A81CE,1,1,1
shelbyville,FD8C1AA6,1,1,1
shelbyville,FD93D1DD,1,1,1
shelbyville,FD9573FC,1,1,1
shelbyville,FD99BD4D,1,1,1
shelbyville,FD9C043,1,1,1
shelbyville,FDA33278,1,1,1
shelbyville,FDA8CB28,2,2,2
shelbyville,FDAFCE07,1,1,1
shelbyville,FDB99CFF,2,2,2
shelbyville,FDB9CC2B,3,3,3
shelbyville,FDBE1893,2,2,1
shelbyville,FDC02254,1,1,1
shelbyville,FDDBCB8E,1,1,1
shelbyville,FDEB9393,1,1,1
shelbyville,FDF68817,2,2,2
shelbyville,FDFC828,1,1,1
shelbyville,FDFD771,2,2,2
shelbyville,FDFDDB6C,1,1,1
shelbyville,FDFEFB7A,1,1,1
shelbyville,FE12F6E6,1,1,1
shelbyville,FE1414FE,1,1,1
shelbyville,FE273DC6,1,1,1
shelbyville,FE27D97A,1,1,1
shelbyville,FE27E371,1,1,1
shelbyville,FE2ACCD1,1,1,1
shelbyville,FE2C611D,1,1,1
shelbyville,FE3FCC83,2,2,2
shelbyville,FE54FA59,3,3,3
shelbyville,FE66274D,1,1,1
shelbyville,FE675FB3,1,1,1
shelbyville,FE6D7E24,2,2,2
shelbyville,FE703BED,1,1,1
shelbyville,FE7D68FE,1,1,1
shelbyville,FE823970,2,2,2
shelbyville,FE8565AB,1,1,1
shelbyville,FE8B1206,5,5,3
shelbyville,FE8D139B,2,2,1
shelbyville,FE907BE9,1,1,1
shelbyville,FE98E829,1,1,1
shelbyville,FE9AF5AD,2,2,2
shelbyville,FE9BE32,1,1,1
shelbyville,FE9F4BCE,1,1,1
shelbyville,FEA172A3,1,1,1
shelbyville,FEA301E7,1,1,1
shelbyville,FEAF7C64,1,1,1
shelbyville,FEB69A12,3,3,3
shelbyville,FEB9B572,1,1,1
shelbyville,FEBD494D,2,2,2
shelbyville,FEBEF997,2,2,2
shelbyville,FEC9ECA4,1,1,1
shelbyville,FECD0BD8,1,1,1
shelbyville,FECF5271,1,1,1
shelbyville,FED916DA,9,9,6
shelbyville,FEDDE1DB,1,1,1
shelbyville,FEE2D25A,2,2,1
shelbyville,FEE82678,1,1,1
shelbyville,FEEF5135,1,1,1
shelbyville,FEF30266,4,4,3
shelbyville,FF038266,1,1,1
